Ceremony	Year	Class	Category	Movie	Name	Nominees	Winner	Detail	Note
84	2011	Title	BEST PICTURE	War Horse	Steven Spielberg and Kathleen Kennedy, Producers	Steven Spielberg|Kathleen Kennedy			
84	2011	Title	SHORT FILM (Animated)	Dimanche/Sunday	Patrick Doyon	Patrick Doyon			
84	2011	Title	SHORT FILM (Animated)	The Fantastic Flying Books of Mr. Morris Lessmore	William Joyce and Brandon Oldenburg	William Joyce|Brandon Oldenburg	True		
84	2011	Title	SHORT FILM (Animated)	La Luna	Enrico Casarosa	Enrico Casarosa			
84	2011	Title	SHORT FILM (Animated)	A Morning Stroll	Grant Orchard and Sue Goffe	Grant Orchard|Sue Goffe			
84	2011	Title	SHORT FILM (Animated)	Wild Life	Amanda Forbis and Wendy Tilby	Amanda Forbis|Wendy Tilby			
84	2011	Title	SHORT FILM (Live Action)	Pentecost	Peter McDonald and Eimear O'Kane	Peter McDonald|Eimear O'Kane			
84	2011	Title	SHORT FILM (Live Action)	Raju	Max Zähle and Stefan Gieren	Max Zähle|Stefan Gieren			
84	2011	Title	SHORT FILM (Live Action)	The Shore	Terry George and Oorlagh George	Terry George|Oorlagh George	True		
84	2011	Title	SHORT FILM (Live Action)	Time Freak	Andrew Bowler and Gigi Causey	Andrew Bowler|Gigi Causey			
84	2011	Title	SHORT FILM (Live Action)	Tuba Atlantic	Hallvar Witzø	Hallvar Witzø			NOTE: THIS IS NOT AN OFFICIAL NOMINATION. After the awards ceremony on February 26, 2012, the Academy was made aware that Tuba Atlantic had been shown on Norwegian television in 2010, making the film ineligible for the 84th Awards under the rules governing the category. In July 2012, the nomination was rescinded by the Board of Governors.
84	2011	Production	SOUND EDITING	Drive	Lon Bender and Victor Ray Ennis	Lon Bender|Victor Ray Ennis			
84	2011	Production	SOUND EDITING	The Girl with the Dragon Tattoo	Ren Klyce	Ren Klyce			
84	2011	Production	SOUND EDITING	Hugo	Philip Stockton and Eugene Gearty	Philip Stockton|Eugene Gearty	True		
84	2011	Production	SOUND EDITING	Transformers: Dark of the Moon	Ethan Van der Ryn and Erik Aadahl	Ethan Van der Ryn|Erik Aadahl			
84	2011	Production	SOUND EDITING	War Horse	Richard Hymns and Gary Rydstrom	Richard Hymns|Gary Rydstrom			
84	2011	Production	SOUND MIXING	The Girl with the Dragon Tattoo	David Parker, Michael Semanick, Ren Klyce and Bo Persson	David Parker|Michael Semanick|Ren Klyce|Bo Persson			
84	2011	Production	SOUND MIXING	Hugo	Tom Fleischman and John Midgley	Tom Fleischman|John Midgley	True		
84	2011	Production	SOUND MIXING	Moneyball	Deb Adair, Ron Bochar, David Giammarco and Ed Novick	Deb Adair|Ron Bochar|David Giammarco|Ed Novick			
84	2011	Production	SOUND MIXING	Transformers: Dark of the Moon	Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin	Greg P. Russell|Gary Summers|Jeffrey J. Haboush|Peter J. Devlin			
84	2011	Production	SOUND MIXING	War Horse	Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson	Gary Rydstrom|Andy Nelson|Tom Johnson|Stuart Wilson			
84	2011	Production	VISUAL EFFECTS	Harry Potter and the Deathly Hallows Part 2	Tim Burke, David Vickery, Greg Butler and John Richardson	Tim Burke|David Vickery|Greg Butler|John Richardson			
84	2011	Production	VISUAL EFFECTS	Hugo	Rob Legato, Joss Williams, Ben Grossmann and Alex Henning	Rob Legato|Joss Williams|Ben Grossmann|Alex Henning	True		
84	2011	Production	VISUAL EFFECTS	Real Steel	Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg	Erik Nash|John Rosengrant|Dan Taylor|Swen Gillberg			
84	2011	Production	VISUAL EFFECTS	Rise of the Planet of the Apes	Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett	Joe Letteri|Dan Lemmon|R. Christopher White|Daniel Barrett			
84	2011	Production	VISUAL EFFECTS	Transformers: Dark of the Moon	Scott Farrar, Scott Benza, Matthew Butler and John Frazier	Scott Farrar|Scott Benza|Matthew Butler|John Frazier			
84	2011	Writing	WRITING (Adapted Screenplay)	The Descendants	Screenplay by Alexander Payne and Nat Faxon & Jim Rash	Alexander Payne|Nat Faxon|Jim Rash	True		
84	2011	Writing	WRITING (Adapted Screenplay)	Hugo	Screenplay by John Logan	John Logan			
84	2011	Writing	WRITING (Adapted Screenplay)	The Ides of March	Screenplay by George Clooney & Grant Heslov and Beau Willimon	George Clooney|Grant Heslov|Beau Willimon			
84	2011	Writing	WRITING (Adapted Screenplay)	Moneyball	Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin	Steven Zaillian|Aaron Sorkin|Stan Chervin			
84	2011	Writing	WRITING (Adapted Screenplay)	Tinker Tailor Soldier Spy	Screenplay by Bridget O'Connor & Peter Straughan	Bridget O'Connor|Peter Straughan			
84	2011	Writing	WRITING (Original Screenplay)	The Artist	Written by Michel Hazanavicius	Michel Hazanavicius			
84	2011	Writing	WRITING (Original Screenplay)	Bridesmaids	Written by Annie Mumolo & Kristen Wiig	Annie Mumolo|Kristen Wiig			
84	2011	Writing	WRITING (Original Screenplay)	Margin Call	Written by J.C. Chandor	J.C. Chandor			
84	2011	Writing	WRITING (Original Screenplay)	Midnight in Paris	Written by Woody Allen	Woody Allen	True		
84	2011	Writing	WRITING (Original Screenplay)	A Separation	Written by Asghar Farhadi	Asghar Farhadi			
84	2011	Special	JEAN HERSHOLT HUMANITARIAN AWARD		Oprah Winfrey	Oprah Winfrey	True		
84	2011	Special	HONORARY AWARD			James Earl Jones	True		
84	2011	Special	HONORARY AWARD			Dick Smith	True		
84	2011	Special	GORDON E. SAWYER AWARD			Douglas Trumbull	True		
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit)			Franz Kraus|Johannes Steurer|Wolfgang Riedel	True	Special Photographic	The ARRILASER film recorder demonstrates a high level of engineering resulting in a compact, user-friendly, low-maintenance device, while at the same time maintaining outstanding speed, exposure ratings and image quality.
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Radu Corlan|Andy Jantzen|Petru Pop|Richard F. Toftness	True	Camera	The Phantom family of high-speed digital cameras, including the Phantom Flex and HD Gold, provide imagery at speeds and efficacy surpassing photochemical technology, while seamlessly intercutting with conventional film production.
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Dr. Jürgen Noffke|Uwe Weber	True	Lenses and Filters	The Master Primes have achieved a full stop advance in speed over existing lenses, while maintaining state-of-the-art optical quality. This lens family was also the first to eliminate the magnification change that accompanied extreme focus shifts.
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Michael Lewis|Greg Marsden|Raigo Alas|Michael Vellekoop	True	Camera Cranes	The Pictorvision Eclipse system allows cinematographers to capture aerial footage at faster flying speeds with aggressive platform maneuvering.
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			"E.F. \""BOB\"" Nettmann|Michael Sayovitz|Brad Fritzel|Fred Miller"	True	Camera Cranes	This versatile family of 5-axis camera and lens stabilizers allows any standard motion picture camera to be fitted into the open architecture of the structure. The system can be quickly balanced and made ready for shooting platforms such as helicopters, boats, camera cars or cranes.
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			John D. Lowry|Ian Cavén|Ian Godin|Kimball Thurston|Tim Connolly	True	Laboratory	"The \""Lowry Process\"" uses advanced GPU-accelerated, motion estimation-based image processing tools to enhance image quality."
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)			Fujifilm Corporation|Hideyuki Shirai|Dr. Katsuhisa Oozeki|Hiroshi Hirano	True	Film	Specifically designed for laser film recording and widely used in the industry today, the high-resolution FUJIFILM ETERNA-RDS 4791 film stock is an important step in protecting the heritage of the motion picture industry.
84	2011	SciTech	SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)			Andrew Clinton|Mark Elendt	True	Digital Imaging Technology	This work allowed, for the first time, unified and efficient rendering of volumetric effects such as smoke and clouds, together with other computer graphics objects, in a micro-polygon imaging pipeline.
84	2011	Special	JOHN A. BONNER MEDAL OF COMMENDATION			Jonathan Erland	True		
85	2012	Acting	ACTOR IN A LEADING ROLE	Silver Linings Playbook	Bradley Cooper	Bradley Cooper		Pat	
85	2012	Acting	ACTOR IN A LEADING ROLE	Lincoln	Daniel Day-Lewis	Daniel Day-Lewis	True	Abraham Lincoln	
85	2012	Acting	ACTOR IN A LEADING ROLE	Les Misérables	Hugh Jackman	Hugh Jackman		Jean Valjean	
85	2012	Acting	ACTOR IN A LEADING ROLE	The Master	Joaquin Phoenix	Joaquin Phoenix		Freddie Quell	
85	2012	Acting	ACTOR IN A LEADING ROLE	Flight	Denzel Washington	Denzel Washington		Whip Whitaker	
85	2012	Acting	ACTOR IN A SUPPORTING ROLE	Argo	Alan Arkin	Alan Arkin		Lester Siegel	
85	2012	Acting	ACTOR IN A SUPPORTING ROLE	Silver Linings Playbook	Robert De Niro	Robert De Niro		Pat Sr.	
85	2012	Acting	ACTOR IN A SUPPORTING ROLE	The Master	Philip Seymour Hoffman	Philip Seymour Hoffman		Lancaster Dodd	
85	2012	Acting	ACTOR IN A SUPPORTING ROLE	Lincoln	Tommy Lee Jones	Tommy Lee Jones		Thaddeus Stevens	
85	2012	Acting	ACTOR IN A SUPPORTING ROLE	Django Unchained	Christoph Waltz	Christoph Waltz	True	Dr. King Schultz	
85	2012	Acting	ACTRESS IN A LEADING ROLE	Zero Dark Thirty	Jessica Chastain	Jessica Chastain		Maya	
85	2012	Acting	ACTRESS IN A LEADING ROLE	Silver Linings Playbook	Jennifer Lawrence	Jennifer Lawrence	True	Tiffany	
85	2012	Acting	ACTRESS IN A LEADING ROLE	Amour	Emmanuelle Riva	Emmanuelle Riva		Anne	
85	2012	Acting	ACTRESS IN A LEADING ROLE	Beasts of the Southern Wild	Quvenzhané Wallis	Quvenzhané Wallis		Hushpuppy	
85	2012	Acting	ACTRESS IN A LEADING ROLE	The Impossible	Naomi Watts	Naomi Watts		Maria	
85	2012	Acting	ACTRESS IN A SUPPORTING ROLE	The Master	Amy Adams	Amy Adams		Peggy Dodd	
85	2012	Acting	ACTRESS IN A SUPPORTING ROLE	Lincoln	Sally Field	Sally Field		Mary Todd Lincoln	
85	2012	Acting	ACTRESS IN A SUPPORTING ROLE	Les Misérables	Anne Hathaway	Anne Hathaway	True	Fantine	
85	2012	Acting	ACTRESS IN A SUPPORTING ROLE	The Sessions	Helen Hunt	Helen Hunt		Cheryl	
85	2012	Acting	ACTRESS IN A SUPPORTING ROLE	Silver Linings Playbook	Jacki Weaver	Jacki Weaver		Dolores	
85	2012	Title	ANIMATED FEATURE FILM	Brave	Mark Andrews and Brenda Chapman	Mark Andrews|Brenda Chapman	True		
85	2012	Title	ANIMATED FEATURE FILM	Frankenweenie	Tim Burton	Tim Burton			
85	2012	Title	ANIMATED FEATURE FILM	ParaNorman	Sam Fell and Chris Butler	Sam Fell|Chris Butler			
85	2012	Title	ANIMATED FEATURE FILM	The Pirates! Band of Misfits	Peter Lord	Peter Lord			
85	2012	Title	ANIMATED FEATURE FILM	Wreck-It Ralph	Rich Moore	Rich Moore			
85	2012	Production	CINEMATOGRAPHY	Anna Karenina	Seamus McGarvey	Seamus McGarvey			
85	2012	Production	CINEMATOGRAPHY	Django Unchained	Robert Richardson	Robert Richardson			
85	2012	Production	CINEMATOGRAPHY	Life of Pi	Claudio Miranda	Claudio Miranda	True		
85	2012	Production	CINEMATOGRAPHY	Lincoln	Janusz Kaminski	Janusz Kaminski			
85	2012	Production	CINEMATOGRAPHY	Skyfall	Roger Deakins	Roger Deakins			
85	2012	Production	COSTUME DESIGN	Anna Karenina	Jacqueline Durran	Jacqueline Durran	True		
85	2012	Production	COSTUME DESIGN	Les Misérables	Paco Delgado	Paco Delgado			
85	2012	Production	COSTUME DESIGN	Lincoln	Joanna Johnston	Joanna Johnston			
85	2012	Production	COSTUME DESIGN	Mirror Mirror	Eiko Ishioka	Eiko Ishioka			
85	2012	Production	COSTUME DESIGN	Snow White and the Huntsman	Colleen Atwood	Colleen Atwood			
85	2012	Directing	DIRECTING	Amour	Michael Haneke	Michael Haneke			
85	2012	Directing	DIRECTING	Beasts of the Southern Wild	Benh Zeitlin	Benh Zeitlin			
85	2012	Directing	DIRECTING	Life of Pi	Ang Lee	Ang Lee	True		
85	2012	Directing	DIRECTING	Lincoln	Steven Spielberg	Steven Spielberg			
85	2012	Directing	DIRECTING	Silver Linings Playbook	David O. Russell	David O. Russell			
85	2012	Title	DOCUMENTARY (Feature)	5 Broken Cameras	Emad Burnat and Guy Davidi	Emad Burnat|Guy Davidi			
85	2012	Title	DOCUMENTARY (Feature)	The Gatekeepers	Dror Moreh, Philippa Kowarsky and Estelle Fialon	Dror Moreh|Philippa Kowarsky|Estelle Fialon			
85	2012	Title	DOCUMENTARY (Feature)	How to Survive a Plague	David France and Howard Gertler	David France|Howard Gertler			
85	2012	Title	DOCUMENTARY (Feature)	The Invisible War	Kirby Dick and Amy Ziering	Kirby Dick|Amy Ziering			
85	2012	Title	DOCUMENTARY (Feature)	Searching for Sugar Man	Malik Bendjelloul and Simon Chinn	Malik Bendjelloul|Simon Chinn	True		
85	2012	Title	DOCUMENTARY (Short Subject)	Inocente	Sean Fine and Andrea Nix Fine	Sean Fine|Andrea Nix Fine	True		
85	2012	Title	DOCUMENTARY (Short Subject)	Kings Point	Sari Gilman and Jedd Wider	Sari Gilman|Jedd Wider			
85	2012	Title	DOCUMENTARY (Short Subject)	Mondays at Racine	Cynthia Wade and Robin Honan	Cynthia Wade|Robin Honan			
85	2012	Title	DOCUMENTARY (Short Subject)	Open Heart	Kief Davidson and Cori Shepherd Stern	Kief Davidson|Cori Shepherd Stern			
85	2012	Title	DOCUMENTARY (Short Subject)	Redemption	Jon Alpert and Matthew O'Neill	Jon Alpert|Matthew O'Neill			
85	2012	Production	FILM EDITING	Argo	William Goldenberg	William Goldenberg	True		
85	2012	Production	FILM EDITING	Life of Pi	Tim Squyres	Tim Squyres			
85	2012	Production	FILM EDITING	Lincoln	Michael Kahn	Michael Kahn			
85	2012	Production	FILM EDITING	Silver Linings Playbook	Jay Cassidy and Crispin Struthers	Jay Cassidy|Crispin Struthers			
85	2012	Production	FILM EDITING	Zero Dark Thirty	Dylan Tichenor and William Goldenberg	Dylan Tichenor|William Goldenberg			
85	2012	Title	FOREIGN LANGUAGE FILM	Amour	Austria		True		
85	2012	Title	FOREIGN LANGUAGE FILM	Kon-Tiki	Norway				
85	2012	Title	FOREIGN LANGUAGE FILM	No	Chile				
85	2012	Title	FOREIGN LANGUAGE FILM	A Royal Affair	Denmark				
85	2012	Title	FOREIGN LANGUAGE FILM	War Witch	Canada				
85	2012	Production	MAKEUP AND HAIRSTYLING	Hitchcock	Howard Berger, Peter Montagna and Martin Samuel	Howard Berger|Peter Montagna|Martin Samuel			
85	2012	Production	MAKEUP AND HAIRSTYLING	The Hobbit: An Unexpected Journey	Peter Swords King, Rick Findlater and Tami Lane	Peter Swords King|Rick Findlater|Tami Lane			
85	2012	Production	MAKEUP AND HAIRSTYLING	Les Misérables	Lisa Westcott and Julie Dartnell	Lisa Westcott|Julie Dartnell	True		
85	2012	Music	MUSIC (Original Score)	Anna Karenina	Dario Marianelli	Dario Marianelli			
85	2012	Music	MUSIC (Original Score)	Argo	Alexandre Desplat	Alexandre Desplat			
85	2012	Music	MUSIC (Original Score)	Life of Pi	Mychael Danna	Mychael Danna	True		
85	2012	Music	MUSIC (Original Score)	Lincoln	John Williams	John Williams			
85	2012	Music	MUSIC (Original Score)	Skyfall	Thomas Newman	Thomas Newman			
85	2012	Music	MUSIC (Original Song)	Chasing Ice	Music and Lyric by J. Ralph	J. Ralph		Before My Time	
85	2012	Music	MUSIC (Original Song)	Ted	Music by Walter Murphy; Lyric by Seth MacFarlane	Walter Murphy|Seth MacFarlane		Everybody Needs A Best Friend	
85	2012	Music	MUSIC (Original Song)	Life of Pi	Music by Mychael Danna; Lyric by Bombay Jayashri	Mychael Danna|Bombay Jayashri		Pi's Lullaby	
85	2012	Music	MUSIC (Original Song)	Skyfall	Music and Lyric by Adele Adkins and Paul Epworth	Adele Adkins|Paul Epworth	True	Skyfall	
85	2012	Music	MUSIC (Original Song)	Les Misérables	Music by Claude-Michel Schönberg; Lyric by Herbert Kretzmer and Alain Boublil	Claude-Michel Schönberg|Herbert Kretzmer|Alain Boublil		Suddenly	
85	2012	Title	BEST PICTURE	Amour	Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers	Margaret Menegoz|Stefan Arndt|Veit Heiduschka|Michael Katz			
85	2012	Title	BEST PICTURE	Argo	Grant Heslov, Ben Affleck and George Clooney, Producers	Grant Heslov|Ben Affleck|George Clooney	True		
85	2012	Title	BEST PICTURE	Beasts of the Southern Wild	Dan Janvey, Josh Penn and Michael Gottwald, Producers	Dan Janvey|Josh Penn|Michael Gottwald			
85	2012	Title	BEST PICTURE	Django Unchained	Stacey Sher, Reginald Hudlin and Pilar Savone, Producers	Stacey Sher|Reginald Hudlin|Pilar Savone			
85	2012	Title	BEST PICTURE	Les Misérables	Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers	Tim Bevan|Eric Fellner|Debra Hayward|Cameron Mackintosh			
85	2012	Title	BEST PICTURE	Life of Pi	Gil Netter, Ang Lee and David Womark, Producers	Gil Netter|Ang Lee|David Womark			
85	2012	Title	BEST PICTURE	Lincoln	Steven Spielberg and Kathleen Kennedy, Producers	Steven Spielberg|Kathleen Kennedy			
85	2012	Title	BEST PICTURE	Silver Linings Playbook	Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers	Donna Gigliotti|Bruce Cohen|Jonathan Gordon			
85	2012	Title	BEST PICTURE	Zero Dark Thirty	Mark Boal, Kathryn Bigelow and Megan Ellison, Producers	Mark Boal|Kathryn Bigelow|Megan Ellison			
85	2012	Production	PRODUCTION DESIGN	Anna Karenina	Production Design: Sarah Greenwood; Set Decoration: Katie Spencer	Sarah Greenwood|Katie Spencer			
85	2012	Production	PRODUCTION DESIGN	The Hobbit: An Unexpected Journey	Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright	Dan Hennah|Ra Vincent|Simon Bright			
85	2012	Production	PRODUCTION DESIGN	Les Misérables	Production Design: Eve Stewart; Set Decoration: Anna Lynch-Robinson	Eve Stewart|Anna Lynch-Robinson			
85	2012	Production	PRODUCTION DESIGN	Life of Pi	Production Design: David Gropman; Set Decoration: Anna Pinnock	David Gropman|Anna Pinnock			
85	2012	Production	PRODUCTION DESIGN	Lincoln	Production Design: Rick Carter; Set Decoration: Jim Erickson	Rick Carter|Jim Erickson	True		
85	2012	Title	SHORT FILM (Animated)	Adam and Dog	Minkyu Lee	Minkyu Lee			
85	2012	Title	SHORT FILM (Animated)	Fresh Guacamole	PES	PES			
85	2012	Title	SHORT FILM (Animated)	Head over Heels	Timothy Reckart and Fodhla Cronin O'Reilly	Timothy Reckart|Fodhla Cronin O'Reilly			
85	2012	Title	SHORT FILM (Animated)	"Maggie Simpson in \""The Longest Daycare\"""	David Silverman	David Silverman			
85	2012	Title	SHORT FILM (Animated)	Paperman	John Kahrs	John Kahrs	True		
85	2012	Title	SHORT FILM (Live Action)	Asad	Bryan Buckley and Mino Jarjoura	Bryan Buckley|Mino Jarjoura			
85	2012	Title	SHORT FILM (Live Action)	Buzkashi Boys	Sam French and Ariel Nasr	Sam French|Ariel Nasr			
85	2012	Title	SHORT FILM (Live Action)	Curfew	Shawn Christensen	Shawn Christensen	True		
85	2012	Title	SHORT FILM (Live Action)	Death of a Shadow (Dood van een Schaduw)	Tom Van Avermaet and Ellen De Waele	Tom Van Avermaet|Ellen De Waele			
85	2012	Title	SHORT FILM (Live Action)	Henry	Yan England	Yan England			
85	2012	Production	SOUND EDITING	Argo	Erik Aadahl and Ethan Van der Ryn	Erik Aadahl|Ethan Van der Ryn			
85	2012	Production	SOUND EDITING	Django Unchained	Wylie Stateman	Wylie Stateman			
85	2012	Production	SOUND EDITING	Life of Pi	Eugene Gearty and Philip Stockton	Eugene Gearty|Philip Stockton			
85	2012	Production	SOUND EDITING	Skyfall	Per Hallberg and Karen Baker Landers	Per Hallberg|Karen Baker Landers	True		NOTE: A tie. The other winning film in this category was Zero Dark Thirty.
85	2012	Production	SOUND EDITING	Zero Dark Thirty	Paul N.J. Ottosson	Paul N.J. Ottosson	True		NOTE: A tie. The other winning film in this category was Skyfall.
85	2012	Production	SOUND MIXING	Argo	John Reitz, Gregg Rudloff and Jose Antonio Garcia	John Reitz|Gregg Rudloff|Jose Antonio Garcia			
85	2012	Production	SOUND MIXING	Les Misérables	Andy Nelson, Mark Paterson and Simon Hayes	Andy Nelson|Mark Paterson|Simon Hayes	True		
